rms_mean,rms_var,rms_skew,rms_kurtosis,centroid_mean,centroid_var,centroid_skew,centroid_kurtosis,bandwidth_mean,bandwidth_var,rolloff_mean,rolloff_var,zcr_mean,zcr_var,tempo,num_beats,dynamic_range,rms_variability,flatness_mean,flatness_var,flatness_skew,flatness_kurtosis,onset_mean,onset_var,onset_skew,onset_kurtosis,tonnetz_mean,tonnetz_var,chroma_1_mean,chroma_1_var,chroma_2_mean,chroma_2_var,chroma_3_mean,chroma_3_var,chroma_4_mean,chroma_4_var,chroma_5_mean,chroma_5_var,chroma_6_mean,chroma_6_var,chroma_7_mean,chroma_7_var,chroma_8_mean,chroma_8_var,chroma_9_mean,chroma_9_var,chroma_10_mean,chroma_10_var,chroma_11_mean,chroma_11_var,chroma_12_mean,chroma_12_var,mfcc_1_mean,mfcc_1_var,mfcc_delta_1_mean,mfcc_delta_1_var,mfcc_2_mean,mfcc_2_var,mfcc_delta_2_mean,mfcc_delta_2_var,mfcc_3_mean,mfcc_3_var,mfcc_delta_3_mean,mfcc_delta_3_var,mfcc_4_mean,mfcc_4_var,mfcc_delta_4_mean,mfcc_delta_4_var,mfcc_5_mean,mfcc_5_var,mfcc_delta_5_mean,mfcc_delta_5_var,mfcc_6_mean,mfcc_6_var,mfcc_delta_6_mean,mfcc_delta_6_var,mfcc_7_mean,mfcc_7_var,mfcc_delta_7_mean,mfcc_delta_7_var,mfcc_8_mean,mfcc_8_var,mfcc_delta_8_mean,mfcc_delta_8_var,mfcc_9_mean,mfcc_9_var,mfcc_delta_9_mean,mfcc_delta_9_var,mfcc_10_mean,mfcc_10_var,mfcc_delta_10_mean,mfcc_delta_10_var,mfcc_11_mean,mfcc_11_var,mfcc_delta_11_mean,mfcc_delta_11_var,mfcc_12_mean,mfcc_12_var,mfcc_delta_12_mean,mfcc_delta_12_var,mfcc_13_mean,mfcc_13_var,mfcc_delta_13_mean,mfcc_delta_13_var,label,filename,chunk_id
0.044032328,0.0002906336,-0.12567732,-1.184224,546.2599145059221,154386.4099185187,1.0308019029023374,-0.27462778186361225,899.1635318882358,63166.894883050634,1075.4140218098958,868862.2841973688,0.027339228877314815,0.0008418339065727057,161.4990234375,1,0.06251411139965057,0.38716959953308105,5.122049e-05,3.8688718e-08,8.669387,80.92391,0.5605088,0.27141958,8.023329,82.43553,-0.09979177188988142,0.1815525996316778,0.44014952,0.0635821,0.15393235,0.0024647708,0.133761,0.010558189,0.32654133,0.06722239,0.1852792,0.0039645517,0.17681247,0.0015619716,0.34204328,0.007892641,0.60369647,0.020566117,0.89634246,0.034888577,0.8741639,0.043201238,0.5840617,0.019095551,0.3172919,0.0055717085,-444.57907,14649.831,-1.456821,16.87375,178.87318,782.6643,-0.21442041,2.2043097,14.9696045,3587.342,0.49413285,3.1745098,48.56166,268.14597,-0.118996985,1.2270697,24.507456,208.03519,0.111185126,2.4571104,5.817221,93.48766,0.09615166,0.7182028,14.224674,27.07599,-0.043139607,0.47573647,13.298297,46.78352,-0.0074379663,0.62684387,8.229894,76.31771,-0.0064127226,0.7422504,-2.3167036,70.65091,0.029349072,0.6167853,6.8638134,28.790352,0.026360733,0.61662704,12.011701,37.595455,0.0337637,0.4122207,11.581017,98.919174,0.08639076,0.72043383,1,ai_country_09.wav,67
0.06877405,0.0015142002,0.19023013,0.22602558,1566.6028531829845,542252.4536096117,2.6649468478755893,10.17458418253117,1688.6319390803346,331355.6007989675,3077.0548502604165,2470243.1197298896,0.08626754195601852,0.0029085248872249385,151.99908088235293,9,0.1952076107263565,0.5658053159713745,0.009120434,0.0018935829,6.78014,46.958344,1.0840873,2.289886,4.557801,24.21151,0.11601612249572882,0.06971046687180595,0.16532665,0.037382286,0.25030002,0.029557344,0.5668094,0.08845739,0.30539048,0.05922573,0.24017581,0.08850126,0.12580004,0.027188882,0.30134636,0.026493607,0.7331749,0.12295329,0.26042295,0.02848374,0.24316117,0.10187065,0.18792993,0.045589775,0.31694186,0.08591067,-259.1771,17900.059,1.9101801,68.06103,119.09586,1431.5182,0.65603864,23.937931,-25.590034,1073.2472,0.02650123,13.174068,25.148117,481.18927,0.03298567,6.0827327,6.393511,590.2224,0.18130642,3.946258,-0.40689144,78.71885,0.030223753,1.3412207,-11.923297,199.17596,-0.0824217,1.6096998,-7.268601,76.79811,-0.017262246,0.94682723,-4.0856485,78.58927,-0.031479087,1.1706402,-12.987171,138.9263,-0.05914538,1.0461046,-11.114484,76.789246,-0.049051505,1.1763877,-4.6747613,61.98945,-0.02311171,1.087662,-11.72161,55.752457,-0.073499925,1.089836,1,ai_country_10.wav,0
0.10157887,0.0005173567,2.2414129,6.442231,1596.7250165976718,347641.6930364071,1.0704605169409407,0.9159784539091174,1863.8349959475163,267525.42264439,3227.238972981771,1892052.7611414175,0.07549144603587964,0.0013128801086720778,151.99908088235293,11,0.13369251787662506,0.2239193618297577,0.0057997843,0.00014214701,4.5057464,24.267555,1.2161168,2.6912692,3.6927307,16.59989,0.09045647214271679,0.06483854367308256,0.19097272,0.039986353,0.20334406,0.044393875,0.3615421,0.099521525,0.25174922,0.05688068,0.38637564,0.13317265,0.17069696,0.025146903,0.28861853,0.04773922,0.49670485,0.13093841,0.26794368,0.03473923,0.355934,0.13064134,0.29915866,0.038621537,0.5098405,0.13422126,-167.3368,3062.0999,0.19208191,70.30023,128.94963,1244.3821,-0.10172487,42.547733,-14.576725,536.6544,-0.11732653,11.41103,38.205032,304.41528,0.2420732,4.7163796,12.208508,198.3991,-0.1736169,2.7963033,4.570451,74.51154,-0.05754562,1.3883501,-3.511537,97.471436,0.010709645,1.6177049,-6.663447,39.082382,-0.053972572,1.2753702,-10.266247,50.388744,-0.033134133,1.4129896,-4.582767,41.48703,0.012589561,0.99967957,-1.2817751,52.255104,0.028651202,1.0897127,5.7359915,90.44712,0.042599384,1.3219844,-1.8882003,59.376717,0.046637565,1.4735637,1,ai_country_10.wav,1
0.08987479,0.000699614,0.09925495,0.36437345,1662.7753892986311,241482.98261890284,0.25664501771301906,0.2846127978009565,2152.9717685586893,361949.645456937,3635.472615559896,1948106.022749303,0.056633843315972224,0.0011079145342479519,151.99908088235293,11,0.14133255183696747,0.29430073499679565,0.0029577976,2.2715465e-05,4.7798166,28.86445,1.0031575,1.4310919,4.623698,27.876575,0.04222126427509731,0.08269264033794452,0.22978096,0.070584305,0.21868333,0.03463567,0.45093247,0.14993964,0.24820738,0.0519089,0.13016436,0.046048947,0.08640433,0.013150452,0.22334406,0.07172761,0.29755756,0.13597772,0.21373615,0.038187295,0.39002743,0.13867146,0.28770822,0.049744874,0.42881748,0.17024535,-206.35207,3640.5588,-0.39798927,31.142153,118.85065,876.5308,-0.01670002,17.083494,-2.4689085,1080.7961,-0.013796259,8.654279,36.296635,440.1134,0.028391652,3.50799,14.057063,140.54791,0.080262795,2.4317224,0.53658175,48.426926,0.00751178,1.310197,-3.4244306,127.21714,-0.13857411,1.2893745,-4.8004637,119.00532,-0.10587076,0.9127938,-5.501876,69.29634,-0.018940652,1.117616,-17.37543,123.861435,-0.09405669,1.6710364,-2.983928,35.41092,-0.08378827,0.64484954,0.41220805,54.493473,-0.097003445,0.9107357,-7.7461786,31.038687,-0.033396825,1.0358287,1,ai_country_10.wav,2
0.092211284,0.00082367205,0.12066296,-0.41588068,3052.602175016108,2234790.609893052,0.5002730432125272,-0.5602943265684242,2960.5989849227094,744006.4341304986,6803.7445068359375,7970817.355504258,0.13370316116898148,0.014682281144034878,75.99954044117646,5,0.13957323133945465,0.3112383484840393,0.02561139,0.0013306161,1.6711316,1.6862626,1.2760308,1.8696368,3.0840058,11.672301,0.08903704097734964,0.07612660977712035,0.10966997,0.024820903,0.15233505,0.04410973,0.26497948,0.09306754,0.1475653,0.032102924,0.119128734,0.050752208,0.07808855,0.010345489,0.2583174,0.04087289,0.50405884,0.1780257,0.31272358,0.068875134,0.3367166,0.13109589,0.29908702,0.08959249,0.3297589,0.15335964,-187.75725,5626.397,0.3830261,58.37339,75.39185,2299.762,-0.16502641,46.447464,14.120961,795.774,0.1868947,14.133515,18.47396,604.52155,-0.27912617,9.70197,26.000988,243.1411,0.04124957,6.530235,-1.0302876,65.80643,0.052463766,2.1544003,-1.2407761,133.96935,0.09529112,3.6622531,-19.345865,74.7288,0.0139506515,2.4939685,-2.439894,124.29994,0.08720555,2.1353433,-5.2916594,162.50925,0.081125244,2.379631,-3.7623858,79.879196,0.12707548,1.7207415,0.9194144,56.898365,0.056288116,1.3588217,-5.64047,33.279316,-0.030284127,0.8192878,1,ai_country_10.wav,3
0.097769246,0.00083131937,-0.58835906,-0.61417675,3687.171932015498,1407619.3493096498,0.7848683630250287,0.21870337657717753,3466.8349721679488,139708.36391567677,8491.85791015625,2032250.3174841404,0.14507152416087962,0.019198115833297842,75.99954044117646,5,0.1334817111492157,0.2949046790599823,0.030620797,0.0019642862,1.8009578,1.9486561,1.3974092,2.5603704,3.3964305,15.601017,0.06256713562648776,0.06122256914347344,0.17834204,0.059961267,0.1736637,0.04413252,0.31250024,0.12922464,0.2828991,0.088639006,0.30944046,0.13600345,0.22558872,0.06033509,0.29287222,0.08557595,0.45531577,0.15251353,0.25313246,0.052693084,0.2658977,0.11942639,0.23288533,0.08757037,0.24724904,0.10520566,-174.69798,2291.6108,-0.6929176,72.21364,42.82619,1280.0581,0.020835396,49.98575,27.738213,489.48608,0.3978231,9.528926,20.76913,227.90729,0.089713275,7.621008,37.057575,213.36896,0.09115133,6.8186855,-0.5681288,110.38906,-0.017732427,3.5205326,-5.807609,142.81972,0.0627876,5.4697175,-14.112048,126.602974,0.01856218,3.5560308,2.7450106,112.55855,0.06504745,4.457979,-8.563304,257.1387,-0.08809458,5.7511373,-7.8527412,72.07986,-0.07368928,2.6737137,-0.09646239,61.653866,0.01562943,1.9362893,-4.732079,81.47363,0.06746035,1.1773318,1,ai_country_10.wav,4
0.10363174,0.00097259134,-0.20371772,0.43628097,3123.3762188834935,1600575.6575386454,0.9413230908635433,0.8263897619287417,3427.494154352231,238263.154658703,7603.314208984375,5251934.462301433,0.10256166811342593,0.013341523471846665,151.99908088235293,9,0.17539264261722565,0.3009347915649414,0.01747401,0.0013251377,3.5729263,15.0443325,1.3830168,2.3953674,3.2737718,13.753908,0.09516973496781655,0.04587026203819908,0.31032392,0.11086564,0.3487988,0.09015709,0.44550717,0.14687435,0.42306685,0.070434004,0.40381914,0.15390979,0.23895171,0.059694413,0.20205332,0.077531494,0.21796541,0.0935775,0.18401232,0.057555113,0.23508276,0.084898576,0.24602365,0.08099556,0.3252377,0.11357087,-196.78941,3041.6968,0.53457946,73.3714,67.95005,1261.465,0.36018795,36.784157,44.905796,464.2908,-0.38598725,13.224001,14.312578,232.57292,-0.17045505,7.376456,31.386263,367.68948,-0.10318428,8.864884,0.40917715,242.70694,-0.10419425,4.9815435,5.584607,258.87915,0.08419617,3.7314835,-0.300765,90.51142,0.070903905,4.6096764,3.3748734,132.19307,0.04475486,3.2335668,-9.3073015,206.76212,0.03793935,4.252496,-0.7061757,86.40526,0.021952858,2.0905674,2.948942,91.12364,0.0222333,2.4508905,-3.9610388,57.528904,0.08949098,1.6868279,1,ai_country_10.wav,5
0.09249629,0.0009571877,0.61692387,1.4430952,3638.059930942197,2085802.1126460563,0.5094655322601425,-0.8285634163173805,3259.694214277015,147380.59315134186,7911.5081787109375,3582158.3448257297,0.17251021773726852,0.019372191075721072,151.99908088235293,10,0.1862630397081375,0.33448314666748047,0.044456415,0.0031616318,1.3529099,0.9018581,1.5163963,2.9735358,2.4772923,7.39643,0.033172249173503414,0.05936460720160924,0.18431695,0.040098306,0.25248945,0.059103988,0.41266167,0.16832279,0.29878196,0.08703939,0.20113334,0.048019104,0.18470834,0.062487833,0.29708466,0.091168016,0.3212952,0.12098381,0.3547917,0.057743028,0.56562585,0.13858727,0.34723762,0.062478114,0.31209615,0.12290967,-165.61198,2017.978,0.15524419,75.80537,46.666138,2041.114,-0.67296815,63.988106,34.688164,470.6052,0.02527553,15.46335,24.886827,361.8545,0.24414527,7.6629,19.044273,163.37312,0.12567288,5.8295064,1.1016959,116.92425,-0.13537614,2.529897,7.4003263,149.76524,-0.056690738,6.7523313,-10.634999,107.72982,-0.059804875,2.4521182,-0.27545908,189.12576,-0.1577242,3.8948216,-5.895107,122.773964,-0.036192026,4.4790273,-5.747283,59.66265,0.05944808,2.2197077,2.0996883,75.148224,-0.009942709,3.1221013,-5.3019295,61.59192,-0.06648399,1.3196095,1,ai_country_10.wav,6
0.09859165,0.001303997,0.78060836,1.6118917,2643.9593378393324,1284296.2002579083,0.9721187674807776,0.9730733696400735,3141.3750209986115,300428.71205484937,6561.0972086588545,6764424.623200256,0.08674452039930555,0.005858702746070462,75.99954044117646,3,0.18521197140216827,0.3662673234939575,0.016198192,0.0010040753,3.6892529,16.51468,1.4135072,2.415424,2.7601907,9.09043,0.10155435087824355,0.04337431718110706,0.40857926,0.14634407,0.34334302,0.092398815,0.39317384,0.11432168,0.32306826,0.08081932,0.3620936,0.14774059,0.30385762,0.09264087,0.2912004,0.09625612,0.40241617,0.124950536,0.22423403,0.046010874,0.19367965,0.071314126,0.20856112,0.052809708,0.35056674,0.104846954,-192.60127,2661.7078,0.1751145,74.62047,78.85791,1249.4904,0.43909392,36.027145,41.8907,391.92108,0.07935449,8.945047,21.38392,292.7935,-0.14682944,8.772648,21.804695,309.55017,-0.10265032,11.023378,4.6934276,140.91687,0.21135156,5.5381446,7.922575,160.26729,0.11497872,7.0589447,-2.6858938,150.0088,-0.0016174063,3.9056141,0.031593464,90.36027,-0.035416074,3.8129752,-9.849078,88.44567,0.11723917,2.8502564,-4.4924116,62.251293,0.018637048,2.0533721,1.4718859,49.227642,0.035717484,1.5570228,-5.198765,36.43418,0.13234894,1.470669,1,ai_country_10.wav,7
0.109442554,0.0019250484,-0.04760798,-0.9163773,3224.4240042370866,1675032.717341529,0.9883461114379178,0.6451274242033183,2959.841183147125,183732.92893175257,6713.1256103515625,4297318.5507860035,0.16340015552662038,0.01936986882479757,83.35433467741936,3,0.1821172684431076,0.40089866518974304,0.04204947,0.0037212821,2.1543682,4.2781916,1.3605815,1.7319647,3.329785,14.341276,0.09013384606184671,0.032749256656212415,0.33950832,0.10120687,0.37567213,0.07346593,0.5685739,0.15202278,0.3312445,0.054489136,0.20283662,0.073498644,0.12104396,0.021632241,0.18892726,0.048746128,0.23488443,0.076072484,0.19811642,0.052530676,0.3010376,0.11045607,0.24541353,0.04994958,0.41414657,0.14492415,-148.93819,7738.6553,0.58729094,71.74036,49.565773,1812.6367,-0.55964893,44.07407,16.741575,1625.0939,-0.23765334,13.237105,26.218575,228.14735,0.21057561,5.3036227,19.587717,198.66052,0.070312105,4.4256015,-2.8604224,179.18874,0.11500802,4.6131516,-2.1121721,200.61728,-0.01971886,4.5718203,-4.6887136,139.67894,0.07600106,3.5105114,-0.77622896,101.93143,0.062388048,1.9593374,-3.0062628,122.85321,0.07103332,2.8020487,-4.546745,68.97092,0.05022386,2.041056,-2.8130283,72.338585,-0.043152906,2.4431453,-7.3522897,67.34152,-0.011681221,1.3886995,1,ai_country_10.wav,8
0.13814977,0.0011008681,-0.029775653,-0.56287646,2994.291337264196,477921.9867070843,1.4306552893387043,2.2845018157581176,2820.2918152899406,80252.72251793167,6202.6092529296875,1532171.4173909277,0.14479799623842593,0.0035302368987898437,151.99908088235293,11,0.14868471026420593,0.24016928672790527,0.032177683,0.0011816351,2.2418792,4.898316,1.1689658,0.78919095,2.7872694,10.8433,0.07375541845613341,0.05684888586524913,0.1811421,0.034922987,0.36095083,0.0922778,0.5228198,0.1355994,0.25637853,0.044126913,0.31780088,0.093953736,0.24411832,0.064218275,0.32617214,0.076010376,0.37683418,0.124329954,0.28648877,0.04405758,0.51408,0.13529398,0.22387713,0.036694154,0.20775358,0.0620409,-80.02624,646.5999,-0.14501007,22.332094,58.481358,397.03,0.21281557,13.284302,2.06189,300.8698,0.057417337,8.95637,32.737507,114.00038,-0.1394793,3.412466,19.177267,113.92448,-0.10892429,3.1530337,6.2577324,68.96683,-0.017275298,2.657594,3.9721665,69.85256,-0.11410619,2.0850937,5.9504147,76.15638,-0.0063895914,2.6470907,2.8073008,83.47362,0.12962912,2.5207858,2.495973,84.7366,-0.0047323406,2.4256272,7.228664,59.378056,0.084683135,1.1147872,4.8149076,83.2769,0.057471566,1.8038256,2.7016814,62.71189,0.008861489,1.5658101,1,ai_country_10.wav,9
0.123809606,0.0011284498,0.7989991,0.33946872,2748.9222563789117,815899.697140929,0.9200875239148549,0.9713250273092484,2753.1145744776545,224350.53561066152,5818.9992268880205,3605751.126258531,0.12953468605324073,0.0034237373799126496,151.99908088235293,9,0.15696778893470764,0.2713231146335602,0.030490652,0.0010962428,2.031387,5.014036,1.2044519,1.2957677,3.163942,14.847042,0.06733772055709991,0.045273633801765696,0.33194882,0.074455015,0.36935708,0.07356583,0.51894444,0.10789616,0.27325788,0.02906855,0.3724279,0.08203787,0.2716112,0.052754253,0.37272862,0.107026875,0.33466643,0.07104808,0.22052796,0.023530854,0.22867298,0.060780056,0.28963375,0.042470094,0.54363614,0.12683628,-93.36402,1419.708,0.16777144,33.558403,74.049644,832.2308,-0.25866655,23.145535,3.714978,321.5312,-0.030296993,10.787383,29.167723,123.307434,0.08842209,2.4900503,24.08918,136.11867,0.21176995,2.1447794,9.039364,64.85296,-0.013345295,1.7996789,1.2495598,75.07909,0.004007984,2.6122262,8.226583,37.382675,-0.099672444,1.3180035,6.6455507,52.011494,-0.05665586,1.7047584,0.81942964,54.32896,0.032668546,1.5449647,0.44683984,43.532364,-0.028317034,0.81671333,1.9314269,55.258617,-0.037202485,1.2536963,0.73902386,37.910713,-0.08925814,1.3577129,1,ai_country_10.wav,10
0.1393607,0.0010292651,0.6118435,0.6570749,3020.239042888735,775801.3547276035,1.437920483985533,2.0749801283893357,3099.6671597593468,66749.3535965149,7058.10546875,1850996.9721734524,0.11966507523148148,0.0070065467609463075,151.99908088235293,12,0.15482664108276367,0.23020954430103302,0.03231499,0.0013342699,1.7792646,2.2286801,1.1281791,0.7707787,2.2705135,5.799426,0.11813971232033108,0.0335293912144106,0.27202317,0.045792922,0.22731903,0.035611954,0.36798707,0.11537499,0.2597685,0.065699704,0.20227309,0.06584079,0.2102624,0.04689975,0.3880629,0.09486781,0.439662,0.14759105,0.31347,0.06465462,0.43400332,0.1313093,0.33398792,0.05989263,0.5000992,0.13026091,-92.42656,883.4783,0.21171592,19.378553,61.86839,593.84174,0.08885417,20.093016,19.685307,204.78082,0.089073695,6.4733787,29.624544,102.506096,0.07913953,3.2312758,24.433254,154.6911,-0.04076321,4.330019,6.314117,68.63311,0.13023597,2.227994,6.3233624,133.28798,0.05158374,2.8400958,1.8954271,90.69785,0.00060871796,3.027978,0.3954708,66.08459,-0.17180525,1.9061778,-0.18934405,85.48853,-0.06226563,2.4751012,-0.013466517,68.70578,-0.028117793,1.8685676,5.76193,43.733757,-0.014708011,1.8336291,0.2073144,61.80561,-0.05960868,1.8497895,1,ai_country_10.wav,11
0.12485219,0.0011501866,0.44897345,0.1107142,3136.678911583617,737125.1760107485,1.0592169221993242,0.7749519318928462,3182.0565313399657,107180.4577590219,7287.693277994792,2122962.608134581,0.12159107349537036,0.005250241939586541,151.99908088235293,11,0.16088460385799408,0.271636426448822,0.030350072,0.00094734,2.17217,4.8184457,1.1928078,1.1621598,2.5830245,7.8792753,0.03696865811672441,0.03936263282559181,0.22611618,0.052799884,0.30151093,0.071993925,0.4342657,0.12718217,0.288326,0.053280015,0.28182074,0.08659094,0.20937024,0.048598863,0.31164297,0.05816052,0.43214366,0.1388432,0.30848953,0.060457353,0.41588095,0.14444844,0.2848449,0.05538993,0.30169874,0.106871285,-103.0135,1066.4463,-0.20261723,42.813053,60.70751,514.24817,0.13081764,19.088266,21.719704,242.7505,-0.11954185,5.3681903,30.933422,154.70859,-0.047414973,5.042809,27.48041,82.26481,-0.04442261,3.2364712,5.3448963,70.26475,-0.0023941994,2.2114003,2.0197842,121.61281,-0.020040495,4.1396585,1.1110607,73.79866,0.010365618,1.9241277,2.3561397,54.168533,0.08846501,2.0278783,1.0005844,83.31796,0.028302738,3.017071,3.2101254,83.82792,-0.010279139,1.6720917,1.4138978,31.738525,0.05541806,0.9094308,-5.615988,73.1319,0.065735154,1.5841818,1,ai_country_10.wav,12
0.1337704,0.00086931017,0.043174867,0.08802652,3154.998341814355,768619.9142655482,0.9903538170466325,1.072906063424619,3200.593472241499,151053.5762072927,7454.0771484375,2853540.7416522503,0.12080665870949074,0.006553049803556892,143.5546875,12,0.15245011448860168,0.22040799260139465,0.028821694,0.0016344683,2.3799586,5.010895,1.1770685,1.172633,2.8505597,9.398361,0.1160687307526545,0.04158454653601679,0.55574197,0.13761978,0.28572136,0.052131556,0.30757162,0.09559227,0.15257806,0.024571799,0.1393312,0.03210864,0.1356721,0.03366929,0.24525875,0.0819877,0.27266687,0.10595937,0.14444056,0.03162339,0.18880004,0.075936615,0.25377506,0.054238144,0.5936267,0.12091028,-107.61498,1222.7213,0.18795452,29.355034,60.13358,575.1314,-0.19093111,17.652237,19.693419,238.89899,0.11874893,7.0431337,25.986422,129.48521,0.031521413,3.534584,28.360878,158.53711,0.11476206,2.9185395,4.568645,101.54203,-0.03433381,1.736332,6.4126434,83.25671,-0.037261892,2.6474223,-0.43074515,180.1569,-0.039737385,3.7830591,-1.7571634,82.61822,-0.06281697,2.800369,-6.685858,78.77302,-0.0062063006,2.5687945,-2.3129582,57.704136,0.07707262,1.7867858,7.1354556,53.542507,0.0058386945,1.4685982,0.6354201,53.272354,-0.06792714,1.3535894,1,ai_country_10.wav,13
0.09804867,0.0009958072,1.5620997,1.5927691,2051.6468980754194,889282.2076422846,2.1123994338848004,4.444943997107426,2352.010342412921,377666.8586673599,4376.9724527994795,4510858.6557199145,0.0839527271412037,0.0032021106311486743,73.828125,5,0.1392783522605896,0.3218443691730499,0.009587902,0.00026247016,3.4595182,12.456341,0.94468564,0.88116556,3.4415681,14.040585,0.11566844955848712,0.05830478356668451,0.4982019,0.10273043,0.27230838,0.04992244,0.38609073,0.10359291,0.23463333,0.032604486,0.3271957,0.1433941,0.17056258,0.03109264,0.2347684,0.03961699,0.46894625,0.097612515,0.3182111,0.04030538,0.389344,0.07332425,0.3389115,0.04987101,0.51982987,0.1159108,-157.20732,1085.7697,-0.46017307,27.743778,101.53755,1391.9688,0.25491732,22.008242,-1.1523188,824.31824,0.07180182,5.7597804,42.793972,103.37961,0.055968072,2.5367947,26.020382,89.983154,-0.05608542,2.1013446,5.5332727,50.11227,0.04754448,1.0612761,7.5759244,84.05727,0.114755616,1.3392656,-0.97355425,59.31573,-0.06601408,0.76510435,-4.636807,52.148857,0.00018605258,1.1322662,-1.9070085,64.71559,0.087648906,1.2900665,-2.5506394,42.736893,-0.001655806,1.1302515,4.026228,36.6465,-0.0306332,0.55594176,-2.4874024,38.26076,0.005592218,1.1228228,1,ai_country_10.wav,14
0.11016909,0.0016092116,0.8832883,-0.1172235,2783.0153814940472,1233893.294452597,0.820499799949124,0.9307712653604048,3052.6741961676976,349709.8266219195,6604.5623779296875,5147319.67515312,0.08106146918402778,0.0062589391054194655,151.99908088235293,7,0.18205757439136505,0.3641219139099121,0.016328406,0.0009478185,3.397702,11.221592,1.1723393,2.7843063,4.1205516,20.889158,0.14751752113631633,0.04962537648319456,0.2586487,0.091387935,0.17617989,0.038195364,0.29401734,0.11878978,0.15039721,0.034976706,0.07715116,0.010540366,0.07973384,0.010352669,0.20835231,0.041609976,0.44333097,0.17311212,0.29651925,0.06757077,0.34243125,0.14117132,0.29051903,0.061060324,0.41684595,0.17740352,-171.00868,1882.7257,-0.11463561,51.814285,64.09885,1051.1041,0.17752688,20.143373,33.18406,622.31964,-0.35772297,4.8009667,43.97986,88.2449,0.09238755,1.7847427,31.04105,80.3378,-0.14837497,1.9894621,5.8947053,101.37056,0.012865921,2.617774,2.7676828,253.1623,0.073748395,2.2115922,4.279511,96.33802,-0.035731785,1.15516,1.8000016,47.372322,-0.0026789838,1.2745333,-0.29926908,60.242558,0.022363972,1.3005669,1.0861459,35.50896,0.036540773,1.0459932,2.1536663,27.093983,-0.004447277,0.6207992,-6.2188497,21.499779,-0.041294973,0.5596316,1,ai_country_10.wav,15
0.11053333,0.00079602515,1.5193669,2.5215216,2152.877541177975,333460.4764417921,0.5105644966948067,-0.08552193344690728,2539.9671835144754,146512.37602487023,4674.599202473958,2006298.2459821638,0.08128074363425926,0.0017137656650098425,151.99908088235293,11,0.14211773872375488,0.2552525997161865,0.013029152,0.00038271217,4.2636085,21.512527,1.1835104,2.1583545,3.17332,10.947552,0.015201953555479226,0.07064376421702823,0.20887968,0.038637057,0.33666828,0.09202116,0.4652558,0.11992819,0.3233688,0.03427827,0.4058007,0.117501654,0.18909575,0.016603367,0.2539538,0.06710544,0.16668844,0.038678426,0.17631783,0.03321649,0.43505663,0.15131997,0.2852553,0.04865468,0.371661,0.14222144,-133.52238,1617.8468,0.11559636,47.117558,90.44315,505.1684,-0.057420872,21.315355,5.2734857,254.94293,-0.10436044,5.0214787,41.837498,137.11922,0.091608115,3.1879177,20.030407,56.00296,-0.07850481,2.0162294,2.79297,65.61454,-0.15946563,1.9337329,9.18168,54.05195,-0.011787671,1.1379876,1.8348193,47.852074,-0.10141987,1.1906204,-2.4712026,112.66418,0.036401056,1.9252261,-7.3289094,51.430023,-0.0071561434,1.079243,3.4490633,41.996677,-0.015037841,1.357485,4.9931617,30.57046,0.07881082,1.1794,-5.039637,42.481445,0.02254846,1.0806214,1,ai_country_10.wav,16
0.11227331,0.001267188,1.0059506,0.29940534,2605.804392934961,885158.2529472844,1.0218654920315255,0.8338206485114199,2740.247904474771,273775.6008958533,5740.692138671875,4247508.428655565,0.1048877857349537,0.0038430726280837065,99.38401442307692,7,0.16372056305408478,0.3170618712902069,0.023068812,0.0007876922,2.0888968,4.195421,1.1796426,1.505766,2.6267226,7.964699,0.08502737298738111,0.029631263213411932,0.44935113,0.13311946,0.35167384,0.054273058,0.59095454,0.11100148,0.36886013,0.0573299,0.21633202,0.056140766,0.17197935,0.039063577,0.24613686,0.049240485,0.45971927,0.114197716,0.30635834,0.043753196,0.44919223,0.106685705,0.3177613,0.05571783,0.42030418,0.08925466,-117.167244,1465.7284,0.058842916,37.902653,79.20575,857.12964,-0.11082794,24.693888,4.144251,301.87564,0.27578858,8.263983,32.075054,288.6469,-0.17742775,3.534879,15.573944,105.73947,-0.00777167,2.3756642,5.185876,101.30631,0.095764585,3.1428452,9.55075,110.77803,-0.042973492,2.3953445,1.3366904,87.140686,0.022248384,2.4419324,-0.72511137,50.49501,-0.044870805,2.076567,-3.7867053,126.689125,0.07416355,2.7879364,1.2782403,46.541794,0.07125879,1.785398,0.5534448,32.583244,0.0033087553,1.1296481,-6.627529,48.5815,0.026115766,1.3034759,1,ai_country_10.wav,17
