rms_mean,rms_var,rms_skew,rms_kurtosis,centroid_mean,centroid_var,centroid_skew,centroid_kurtosis,bandwidth_mean,bandwidth_var,rolloff_mean,rolloff_var,zcr_mean,zcr_var,tempo,num_beats,dynamic_range,rms_variability,flatness_mean,flatness_var,flatness_skew,flatness_kurtosis,onset_mean,onset_var,onset_skew,onset_kurtosis,tonnetz_mean,tonnetz_var,chroma_1_mean,chroma_1_var,chroma_2_mean,chroma_2_var,chroma_3_mean,chroma_3_var,chroma_4_mean,chroma_4_var,chroma_5_mean,chroma_5_var,chroma_6_mean,chroma_6_var,chroma_7_mean,chroma_7_var,chroma_8_mean,chroma_8_var,chroma_9_mean,chroma_9_var,chroma_10_mean,chroma_10_var,chroma_11_mean,chroma_11_var,chroma_12_mean,chroma_12_var,mfcc_1_mean,mfcc_1_var,mfcc_delta_1_mean,mfcc_delta_1_var,mfcc_2_mean,mfcc_2_var,mfcc_delta_2_mean,mfcc_delta_2_var,mfcc_3_mean,mfcc_3_var,mfcc_delta_3_mean,mfcc_delta_3_var,mfcc_4_mean,mfcc_4_var,mfcc_delta_4_mean,mfcc_delta_4_var,mfcc_5_mean,mfcc_5_var,mfcc_delta_5_mean,mfcc_delta_5_var,mfcc_6_mean,mfcc_6_var,mfcc_delta_6_mean,mfcc_delta_6_var,mfcc_7_mean,mfcc_7_var,mfcc_delta_7_mean,mfcc_delta_7_var,mfcc_8_mean,mfcc_8_var,mfcc_delta_8_mean,mfcc_delta_8_var,mfcc_9_mean,mfcc_9_var,mfcc_delta_9_mean,mfcc_delta_9_var,mfcc_10_mean,mfcc_10_var,mfcc_delta_10_mean,mfcc_delta_10_var,mfcc_11_mean,mfcc_11_var,mfcc_delta_11_mean,mfcc_delta_11_var,mfcc_12_mean,mfcc_12_var,mfcc_delta_12_mean,mfcc_delta_12_var,mfcc_13_mean,mfcc_13_var,mfcc_delta_13_mean,mfcc_delta_13_var,label,filename
0.16131847,0.0021889675,0.7596291,-0.31060076,3591.343247774693,498749.2217573672,1.2605445711442216,3.5368800378135994,3398.126773182633,70168.97009800185,8075.126170816805,832863.4310887664,0.15335470382643188,0.004546329441926294,92.28515625,46,0.23533377051353455,0.29002511501312256,0.066525154,0.0025071343,1.5830191,3.148613,1.4752082,2.3574605,2.107587,4.771816,0.008346281150411415,0.0086191027899531,0.31976995,0.063987955,0.31159267,0.050462045,0.37077853,0.08349187,0.37029052,0.06658396,0.51531416,0.102605745,0.5065321,0.080787666,0.57368785,0.09970795,0.43184245,0.091350175,0.36286104,0.056330856,0.4440846,0.101608455,0.33616048,0.056373898,0.39713317,0.08300403,-53.17999,1366.6862,0.056779284,49.857708,57.19437,265.82617,-0.0045614145,7.6381807,21.173107,239.93596,-0.019243,10.326028,11.336259,263.46295,-0.010911541,9.358929,18.120071,124.38802,0.0022771175,3.4628894,1.6569097,95.64093,-0.007164276,2.8654544,0.3467604,79.49307,0.0025808301,2.3852417,2.3183818,50.80223,-0.0051591923,1.8231889,-5.111301,85.47086,-0.010860488,2.1593814,2.7477498,53.170654,-0.009762014,1.5387092,3.1540067,57.948467,-0.01025037,1.7139515,-5.5170665,51.437187,-0.00032314207,1.5266352,-3.1595535,49.204796,-0.000704142,1.5342652,0,disco_disco.00002.wav
0.116084665,0.003489268,1.086024,-0.03937602,2565.1108921852056,888015.5582317512,1.3052791325989628,1.8123363012989913,2670.1229728186768,294216.69327908015,5390.550737410507,3843380.5987883573,0.12077326818885449,0.004174844291918171,123.046875,61,0.2303127646446228,0.5088529586791992,0.043024,0.0022830523,2.268497,6.0507784,1.7011409,4.056554,2.0664816,4.8166723,0.03376345306109057,0.018717900146330704,0.4860888,0.116136424,0.3614736,0.03897289,0.5289043,0.10280361,0.43129912,0.09036395,0.38046786,0.06569836,0.4331547,0.09759419,0.3745609,0.045199357,0.52021796,0.116876066,0.26970005,0.029487351,0.28410834,0.039397184,0.44627744,0.09479786,0.33925077,0.037702158,-98.137634,3434.1377,-0.022920242,157.34276,92.3823,859.44293,-0.010745007,30.177855,2.6563542,431.17474,-0.016047023,19.055725,19.353876,283.54068,0.028522441,7.505703,3.5566437,190.09769,-0.030334381,6.3093414,-1.7695384,140.45937,-0.00078802137,4.819602,-1.715477,73.701935,-0.004915008,2.7290435,-3.1726525,74.67652,-0.0151594,2.4795117,-9.104344,77.72732,-0.01802922,2.8502595,-4.087897,54.115566,-0.013812751,1.9452014,-5.203407,65.07251,-0.010443975,2.3951964,-5.473989,52.618954,0.0024838853,1.5548042,-4.2402754,46.619473,-6.603235e-05,1.6056662,0,disco_disco.00017.wav
0.13869327,0.0022715987,0.17812762,-0.3923726,3043.7959015513625,452976.45189977967,0.589077413065276,0.0015018709020853116,3001.474873116255,110561.24854229693,6840.708635170762,1581397.4007880478,0.14363518587945046,0.0027426344478600757,123.046875,52,0.25275811553001404,0.34364527463912964,0.05833637,0.003198454,1.5658422,2.5597048,1.8502473,6.8572965,2.6091053,7.805475,0.0003162016626212867,0.008629449439952629,0.36196077,0.07243891,0.43859777,0.10847054,0.3001273,0.04967058,0.337533,0.080271244,0.29949856,0.076946214,0.26942402,0.04670362,0.4035732,0.11021983,0.35804135,0.06796479,0.48842221,0.121073306,0.33752108,0.06707883,0.37381324,0.09085726,0.44824663,0.10852144,-73.14005,3781.5352,0.09753502,144.98119,71.74451,515.11505,-0.008068866,19.23298,12.085331,552.7884,-0.031848133,18.21757,1.3493832,447.11038,-0.020137975,18.477558,4.476781,233.16443,-0.0031007265,7.521811,10.879805,202.90324,-0.01005104,7.0714283,3.9101355,172.33969,-0.020309566,5.3751597,0.940356,115.87087,-0.0068055186,3.2019248,-5.9834743,135.39246,-0.005729292,4.8653235,9.022405,89.800514,0.0064158677,3.076079,-2.380032,92.43848,0.006288174,2.8565786,3.5523784,71.05738,-0.0014429727,2.3691666,-0.13539438,80.11681,-0.0009910935,2.1265514,0,disco_disco.00018.wav
0.12460729,0.0008338365,-0.39076877,-0.123893976,2117.909931818137,514254.5923442429,0.7851287165929173,1.3693438268294873,2115.3102509801515,192113.35371279778,4354.148671058679,1973109.4862232776,0.10329831716815016,0.002210254104199648,161.4990234375,80,0.17166514694690704,0.2317378669977188,0.017681198,0.0004673972,2.4826915,8.28331,1.5539006,2.5861878,2.5454147,7.4287214,-0.012939959563351932,0.015491421053898596,0.3450581,0.070797026,0.34120083,0.096452154,0.3204078,0.069748245,0.4115641,0.10140599,0.29627836,0.07461346,0.24572213,0.04622396,0.34699324,0.09960082,0.24589229,0.051427893,0.28416735,0.073456936,0.29516408,0.065559916,0.40662774,0.08466311,0.56429905,0.12735073,-103.95482,2987.02,-0.19792213,95.90377,105.79436,1417.752,0.080098525,48.242798,-14.309939,438.21494,-0.02955511,16.176048,36.714348,233.9837,-0.023558263,6.097107,-10.340622,199.68945,0.008543317,4.192738,16.803305,86.781876,-0.021975884,3.5726945,-6.818083,76.456055,0.007626312,2.4271946,8.121585,74.31196,-0.024843514,2.3445952,-4.458654,66.705956,-0.010735421,2.3349764,0.9755701,78.84544,-0.019528467,2.0576696,-10.015436,77.72452,-0.017827624,2.0802047,0.3830438,63.69771,-0.018770702,2.1506064,-1.6973699,56.214573,-0.0022524716,1.5961169,0,disco_disco.00020.wav
0.115736865,0.0025183405,0.6519772,-0.04862094,3257.118409650687,386734.85000714543,0.9810787870399912,1.836397021279323,2898.052191515326,93237.13396475067,6684.776244739261,1583931.5401407676,0.17382434573335914,0.0027856483405220653,123.046875,59,0.26355814933776855,0.4335962235927582,0.08907026,0.0039329305,1.2874616,1.7600393,1.4005091,2.3157744,2.506048,7.589509,0.0009054576657994445,0.017365182222235057,0.3528058,0.06795966,0.40983838,0.07982377,0.46093664,0.08621191,0.31829962,0.049417138,0.37385038,0.090309955,0.32003117,0.051019467,0.502951,0.091558285,0.54150105,0.10897331,0.42293924,0.07372095,0.4497299,0.09410265,0.36057827,0.054553866,0.48546913,0.096773535,-66.50328,2415.4678,0.09068554,69.84731,58.299644,334.7251,-0.0065504536,10.27751,-8.183503,258.80737,0.024113903,8.673898,15.493914,235.00426,0.001229518,6.471052,5.564478,142.0363,-0.010983704,4.075506,7.695607,120.65249,-0.0010381779,2.8978279,4.0655265,85.571724,0.002744744,2.3927133,-3.5727088,92.958374,-0.0046647205,2.740112,-1.3148849,70.2685,-0.0047805044,1.7940487,1.6085373,50.721043,-0.0063211517,1.5544424,-5.484129,51.035095,-0.003246356,1.8055345,-3.7264445,64.713356,0.0015630324,1.5855097,-3.246505,43.563046,-0.0073893685,1.3298117,0,disco_disco.00031.wav
0.12291514,0.0020049664,0.6185341,-0.14330626,3653.23746091521,318038.13638198865,1.1214859691020478,2.440832907898879,3234.1112648853104,61984.84946706278,7835.185955035798,554924.8983142725,0.18083072815886223,0.0032068694842692534,129.19921875,64,0.22949525713920593,0.3642907440662384,0.088268384,0.0030444642,1.2407742,1.9595904,1.2250298,0.820509,2.3314438,6.39122,-0.004390666468508491,0.014047083653251888,0.23240261,0.035762243,0.36198193,0.06741258,0.51508564,0.120601356,0.39309642,0.077927016,0.36479446,0.10011626,0.34498534,0.07474475,0.4841646,0.10113069,0.4056407,0.09587493,0.30670005,0.060181525,0.35761926,0.09596281,0.24320537,0.04034791,0.29423514,0.08367159,-65.76953,1610.4615,0.01071132,38.3291,52.83055,193.94664,-0.0068505052,5.999073,16.581234,324.60498,-0.008637598,8.655858,12.556751,226.06754,0.0066714035,6.1063113,5.605734,135.62152,-0.0064534247,3.3073616,8.387765,153.10188,-0.016078562,3.7290666,-0.61621803,73.678894,-0.009240092,1.8421824,-0.6274906,67.828445,0.007353041,1.9133594,-4.085915,71.1365,-0.012415532,1.5120533,0.67806447,80.53411,-0.015039934,1.6847993,-7.777013,61.80884,0.008532451,1.3581067,-1.8887125,48.659653,0.0052739126,0.96533734,-7.253211,71.20906,-0.0064626816,1.0645226,0,disco_disco.00034.wav
0.15233478,0.0043886583,0.69707084,-0.34890795,3623.882683500056,917711.9686898093,0.4695840108082982,-0.08272095238845356,3229.2558383161286,108444.33266258382,7703.8367492864745,1913749.501400529,0.17643808654218265,0.0073033674656879195,123.046875,59,0.30337226390838623,0.4348773658275604,0.102143966,0.0071014813,1.2651362,1.2286916,1.5848526,2.8222752,2.0966191,5.6010904,-0.011582981765494094,0.008194544861466977,0.27417827,0.04133134,0.29130653,0.054083973,0.35831162,0.055033155,0.5778465,0.11134589,0.44869933,0.07505518,0.45333588,0.09021914,0.44956493,0.085096456,0.37618133,0.06685193,0.39312735,0.105439015,0.3765375,0.06107042,0.51061654,0.1028941,0.31983602,0.047500484,-51.788605,1869.0361,0.14425299,54.37396,55.661293,591.20526,-0.036177926,17.174545,11.385434,303.63705,0.009196054,9.313963,7.484814,173.91278,-0.003535706,4.9027777,11.988881,123.31296,0.01322389,3.684735,6.276557,66.030716,-0.0016190172,2.9077544,4.3550253,83.76879,-0.020139242,2.7458565,4.31544,46.86439,-0.0035340295,1.7106831,-5.932925,55.81592,-0.00376291,1.5029943,0.56365955,52.845394,-0.012378086,1.4536891,3.6026688,95.00959,-0.012157826,2.6328957,-2.3795147,47.95605,-0.006812791,1.2405112,-5.830775,50.522404,-0.016447298,1.0939361,0,disco_disco.00035.wav
0.12432791,0.0013061698,0.5060474,-0.34437108,2328.312730500691,337719.6245657614,0.6739659316179252,0.370159725925693,2431.8773489138644,256843.8297891348,4867.8288982379545,1956698.8008013282,0.10119175394253097,0.0007936629973227195,112.34714673913044,53,0.18903851509094238,0.29069072008132935,0.021326892,0.0005456242,2.037196,6.5414543,1.4955157,2.89232,2.4916196,7.647295,0.06313816380175484,0.014680724245988852,0.24095748,0.04757098,0.19412987,0.03300035,0.33974317,0.09707652,0.29350418,0.05035597,0.4416169,0.104574814,0.26811048,0.062197953,0.33613855,0.07512725,0.52370423,0.1397274,0.34008557,0.043560546,0.48932812,0.14406797,0.23667517,0.031451613,0.38817543,0.12167824,-107.37498,2378.5415,0.11124731,89.99827,91.03518,706.1673,-0.009679588,36.747208,-8.363757,578.7436,-0.025529489,27.920584,34.290062,301.19562,0.03102172,8.542416,-1.9180281,128.23581,0.0019456492,4.158983,3.8040028,150.7597,0.00070970494,3.524021,10.530074,86.16393,-0.019633004,1.9117703,5.5665402,95.31498,-0.011316678,1.9807038,6.9550333,89.823616,-0.0076114326,2.0957737,4.787776,64.120514,0.0027292962,1.4415249,0.6849008,62.40926,0.0045271814,1.4287882,-3.8527703,49.530544,0.008750892,1.184612,-2.5839093,45.931225,0.008177697,1.3600726,0,disco_disco.00039.wav
0.17539369,0.0034223923,0.6092071,-0.32483363,1776.3658203651607,620114.4685067593,1.4359983207268765,3.4635204282790166,2452.2009598198424,309209.8105688336,3878.3265482899574,4760264.970206122,0.053859084752321984,0.0013296820181839754,161.4990234375,76,0.29149284958839417,0.3335423171520233,0.011946607,0.00055817916,3.9786549,18.20849,1.2876316,3.0755138,3.6305811,15.330355,0.00638559044030438,0.04188361721141978,0.22446288,0.040796496,0.3628681,0.07579996,0.42369846,0.1067122,0.32898957,0.061843306,0.4133717,0.1142677,0.3007895,0.07184699,0.36474955,0.100872405,0.3221589,0.09005523,0.35262957,0.054719973,0.57593566,0.14357223,0.31593695,0.05046927,0.2833998,0.07876541,-122.03264,4351.943,0.026331013,115.32728,116.82782,918.0038,0.021124084,30.744333,28.30092,403.27676,-0.022801632,8.613003,24.718569,279.00073,-0.032290243,5.3241744,10.929029,191.74706,-0.034989063,3.0216846,-1.8827431,136.5342,-0.00973435,1.9106661,-1.3933462,125.162735,0.0069048465,2.4924161,-0.95412254,65.2401,-0.0002188845,1.3200799,-3.5339942,79.8051,-0.017997116,1.3710599,-2.6182637,63.175667,-0.012653903,1.4573439,-1.1441072,66.63889,-0.02539546,1.3137555,-4.16692,55.821056,-0.015768565,1.1938021,-2.5443995,43.072704,0.0030728471,0.8133393,0,disco_disco.00041.wav
0.11298982,0.0030055821,0.38073522,-1.0777142,2259.6752243821325,278841.7599341354,1.0474092029692954,2.4589732538379803,2272.883633430819,137546.54794337513,4889.228768835865,1491774.2523774924,0.11425932420665634,0.0022876620638880014,123.046875,57,0.22168613970279694,0.48520469665527344,0.008586913,0.000107964785,2.9928617,11.911646,1.7634795,4.592319,2.5720959,7.900078,0.03610736732738582,0.009026366244965098,0.3169357,0.08584226,0.3359571,0.07249202,0.4865462,0.1073031,0.36313093,0.08709811,0.3128188,0.07664107,0.40869454,0.11011009,0.40630198,0.07496609,0.6065295,0.12810536,0.38845405,0.07071215,0.31886563,0.078755096,0.3003177,0.079119,0.2713112,0.05331423,-125.69409,3106.1216,-0.013173945,125.78584,101.78602,404.68167,0.0053893747,14.01265,-17.487968,446.01395,-0.003251101,17.370155,33.677147,316.5373,-0.0037951116,10.87149,-15.244169,154.61337,-0.0043517393,3.899993,23.697699,220.80693,-0.0046617845,8.725115,-8.657201,152.54236,-0.0083909305,4.025273,18.545391,99.713005,0.0017672257,3.4883206,-14.059353,74.40852,0.008627348,2.2967193,19.96267,76.54514,0.0074037304,2.092875,-15.147905,73.94477,0.000635418,2.758524,12.975025,70.00637,-0.0019396673,2.0797691,-14.307856,98.63965,0.0018373529,3.1061907,0,disco_disco.00046.wav
0.11230535,0.0016704293,0.34867132,-0.20570302,2616.196888910889,342839.1035714646,1.4433042982461892,3.6663367498769084,2155.858697003208,95614.6632776294,4983.878196503725,1154289.212730448,0.15438379813273995,0.0033207484176888845,99.38401442307692,50,0.20555514097213745,0.3639264404773712,0.011237065,0.0001806478,3.22933,12.314765,1.6015285,3.1144,2.3605633,6.432369,0.010470712583119659,0.013798823474205526,0.35397494,0.072903275,0.3341772,0.0670991,0.5216683,0.1040734,0.5455844,0.09411751,0.5623194,0.100994915,0.47979414,0.09221135,0.41283035,0.087220505,0.31449556,0.063808545,0.26527274,0.051756963,0.3435615,0.07772723,0.3542957,0.07781492,0.42809415,0.089087695,-105.02267,2457.7942,0.0068027093,71.29587,80.2142,470.92685,0.0140241645,17.089579,-41.104004,520.00604,-0.025506964,18.996367,54.023926,220.85275,-0.009882331,6.7389774,-8.371541,155.23863,-0.008450555,4.539054,25.716751,152.8153,-0.0023745908,5.7049193,-12.466574,100.09098,0.00991705,2.6688933,28.70917,80.339325,-0.013365034,2.8611224,-15.005067,69.34505,-0.011730865,1.980945,15.6023035,56.83566,-0.0010017308,1.6720568,-7.614608,56.485416,-0.0025572032,1.5498154,12.413535,64.46515,0.0038575595,1.802198,-7.3606706,58.001934,-0.0034434544,1.5024312,0,disco_disco.00048.wav
0.1063492,0.0012352061,0.46150488,-0.22106242,2651.322011263771,206593.99417842596,0.5023723962751502,1.1935327085284575,2309.0218401382367,53484.10430364644,5372.0925156915155,709112.8760319768,0.15772315813660992,0.0017716762128974254,107.666015625,53,0.1806396245956421,0.3304726183414459,0.018413816,0.00015582248,2.2806833,9.898303,1.4060827,2.3314614,1.9444746,3.6086102,0.04455294494486393,0.012427639656005707,0.63017994,0.09061202,0.35655567,0.04092997,0.3900015,0.045477647,0.55519384,0.08347167,0.39202192,0.035753902,0.42049405,0.07514375,0.43886915,0.061557762,0.63979894,0.07410497,0.394072,0.05021062,0.34656543,0.045808136,0.519839,0.07791947,0.44278625,0.045664024,-77.19633,1656.524,-0.071748346,60.49104,89.36401,319.83295,0.030858535,11.318852,-34.229877,288.86093,-0.004171008,8.022952,38.677708,146.72913,0.016912129,2.7584944,-22.266848,113.01316,0.008041142,2.4014387,31.251745,73.47684,-0.007740967,1.8327339,-16.382814,95.518814,-0.008329054,2.328621,22.34018,45.762848,-0.0020813455,1.2288711,-16.011417,51.58204,-0.003190147,1.4525852,19.281298,65.76422,-0.0040770224,1.7902613,-13.227924,46.6994,-0.005865537,1.2623394,16.720684,36.65344,-0.0053072376,1.0281656,-10.389627,31.69203,0.005570045,0.8277086,0,disco_disco.00051.wav
0.052156076,0.0006656036,0.537032,-0.4587376,2566.118148115705,825809.1256732254,1.1326851797630644,2.102279300405465,2533.690698181671,113335.57427159861,5521.683277803309,2143429.7175913304,0.11464291977070433,0.005567578951090017,112.34714673913044,54,0.11205444484949112,0.4946556091308594,0.012308555,0.00023739647,3.0137668,14.982012,1.8882066,4.773962,2.3537788,7.210864,0.036317345016573736,0.009822026853943303,0.41201264,0.119959615,0.31232202,0.06301254,0.33693555,0.07936686,0.42007673,0.08141777,0.52749574,0.11661076,0.40218455,0.08429777,0.25677064,0.04604729,0.37716287,0.09142491,0.46092626,0.087730944,0.5322382,0.12338782,0.42461553,0.08792315,0.36517325,0.08665912,-226.35066,3852.9248,0.062784836,121.98005,78.2665,729.09375,0.0030048063,25.707067,7.8508143,637.3586,-0.029724691,16.390232,53.850124,248.54175,-0.0065644165,7.6051383,-1.1493647,191.11691,0.007086278,4.3689485,11.298221,181.95172,0.020503974,5.969599,-7.841514,178.72719,0.0031693461,4.1948366,24.360838,109.76337,0.009383875,3.036519,-14.94849,116.80566,8.142105e-05,3.1181352,18.490332,99.56698,-0.0034627952,2.5939686,-19.13364,93.26225,-0.008253879,2.511848,6.148811,67.412384,-0.013615366,1.9407161,-10.062714,69.30704,0.00532964,2.0267715,0,disco_disco.00054.wav
0.076174006,0.00053670286,-0.033250377,-0.5418532,1937.919456564727,129559.1239681348,1.6925605958163137,6.107457956068016,2099.9186294566834,66300.95669235551,4164.341485463428,870308.068589419,0.09247071824206657,0.0005656684524132301,117.45383522727273,57,0.11863701790571213,0.3041306436061859,0.0064175497,2.4823714e-05,2.5141988,10.8839,1.3417811,2.7451048,2.748007,8.2241745,0.01635277275538421,0.011343184708250133,0.41393206,0.09960215,0.27851123,0.06052016,0.3369225,0.050331358,0.5819243,0.11607664,0.34641454,0.04370367,0.3506511,0.103025004,0.25862578,0.045286346,0.3921786,0.074751996,0.52007705,0.112430654,0.3246973,0.045612726,0.34580508,0.09640079,0.29216748,0.047757708,-143.21085,2048.2644,0.0491197,93.29386,122.594826,232.55386,-0.00801342,8.282433,-23.92177,304.88025,-0.0068681706,8.371303,28.15027,184.24951,-0.0058344407,5.244723,-23.69165,149.99501,0.0024513623,3.0720809,23.083303,93.9523,0.012016815,3.3488545,-17.91228,104.95286,-0.0017271433,2.3294303,18.754358,60.61905,-0.0136506315,2.4973838,-18.636906,75.927,0.004195858,1.9790947,18.35757,66.02088,0.005189122,2.0992742,-13.915541,45.104572,-0.0009672974,1.3530564,9.7309885,49.298172,0.014231781,1.6964254,-12.244654,39.73795,0.0033370792,1.2436146,0,disco_disco.00057.wav
0.1844346,0.009693441,0.7458813,-0.18786836,2550.2243071683533,482374.22128785634,0.1249320606286599,0.1832937531579404,2486.185723751751,135391.4008841156,5585.457892166941,1941981.028239025,0.11589083361551858,0.0025401982231177344,123.046875,59,0.4138735830783844,0.5338221788406372,0.00980221,0.00011115685,1.839577,3.5633154,2.038793,7.4462543,2.5136225,7.1406527,0.04763713430402011,0.017998858325988246,0.43318474,0.13938287,0.32183784,0.086713515,0.36660823,0.11603539,0.34465623,0.11279884,0.32143942,0.10471255,0.33467665,0.111520514,0.3330242,0.09085227,0.3530035,0.11563916,0.26970643,0.08931762,0.2450288,0.07904519,0.23916619,0.07616281,0.3181816,0.09469286,-91.87886,5399.6865,-0.09141003,203.11479,87.59257,520.52716,-0.0019976671,20.06609,-2.0478046,611.45416,0.011210729,15.566404,34.2778,247.58055,-0.00048107075,7.855413,-18.14555,228.43811,0.008093158,6.613183,19.337437,249.80116,-0.009986933,10.474645,-14.687267,141.72513,0.0076186457,4.7335544,17.107845,147.29684,0.019715128,5.959421,-15.327777,85.21844,-0.00933155,2.376774,17.03477,121.8884,-0.00073645357,4.3775644,-13.553085,148.33804,0.010964083,3.86359,11.841869,121.34415,0.003671534,2.6663365,-9.806512,139.4851,-0.014142963,3.0443347,0,disco_disco.00061.wav
0.111582294,0.0017324513,0.8091248,0.22850442,1931.1512296856856,188684.39973429975,1.1220585369395146,1.666308690708557,2208.96910036673,43235.27153945369,4515.622694647349,710099.6075014581,0.08365444502225232,0.0012784899419441063,107.666015625,51,0.20490995049476624,0.3730226755142212,0.0061046146,2.792462e-05,2.4268777,7.2057743,1.273982,1.1645876,2.3226361,8.670467,0.03483807444761571,0.00997667722192087,0.56477076,0.117952846,0.3154781,0.04020394,0.34392622,0.058775708,0.5480468,0.11147665,0.40558937,0.053530294,0.49004084,0.12805289,0.36003768,0.062404964,0.39619645,0.082239054,0.28871918,0.057426088,0.27505925,0.050709262,0.33209002,0.066749565,0.35071236,0.05788235,-118.3661,1493.2448,-0.046498053,35.141006,114.23737,309.03354,0.012351544,10.188056,-6.78251,269.70117,0.025290059,6.2787333,37.401276,130.25505,-0.029866057,4.1914124,-17.431978,90.54284,-0.017302845,2.861078,28.362877,97.49498,0.017160177,2.2571387,-23.727028,72.86562,0.0071425247,1.5786786,9.283886,56.674603,-0.0027334192,1.2685221,-10.439999,51.035633,0.0018808133,1.3999376,12.6250305,44.345642,-0.0115288645,1.4501277,-5.148705,39.983196,-0.0032033112,1.1148297,12.253216,32.289177,-0.009176345,1.0613697,-3.8699448,26.930618,-0.0077500027,0.8034666,0,disco_disco.00069.wav
0.17761323,0.004828495,0.3192626,-0.65965056,2649.2223814060394,266056.1636548317,0.7883042553390706,1.447310572764989,2383.938120847627,51761.651269341375,5545.899798035991,749717.5842043728,0.15114761210816563,0.0029473389135935284,112.34714673913044,55,0.3154042661190033,0.391228586435318,0.01667842,0.00018267275,2.0040329,4.953075,1.3192787,1.8855804,2.3552701,6.3626003,0.01648095259935176,0.018892445943477,0.4737589,0.10344649,0.3015595,0.05731524,0.3400234,0.059859313,0.54378575,0.10693695,0.5156281,0.061097194,0.632381,0.10758455,0.32101354,0.0382372,0.2805699,0.051404215,0.32211488,0.06281518,0.349358,0.057368115,0.396906,0.06870759,0.35676223,0.054357298,-40.761433,1787.9845,0.105924845,74.085396,86.78017,321.81406,-0.0031460403,10.050061,-26.96053,367.60947,0.019462176,10.117678,34.9395,133.98628,0.009238921,3.6155088,-20.046322,132.46823,-0.0002774631,3.7590537,21.65567,117.795616,0.013295628,2.7402778,-23.952246,85.938225,0.019805217,2.526485,19.263046,75.78481,0.014439186,1.6391311,-17.529684,92.50623,0.0054027243,2.2500472,18.035402,75.51456,0.01507472,1.6504432,-16.019476,45.68215,0.011092484,1.2627913,12.444352,46.666924,0.002155955,1.397136,-13.87601,40.971565,-0.0045471983,1.1713824,0,disco_disco.00074.wav
0.10670037,0.0013780872,0.5013831,-0.49807644,2458.059846096209,434835.39546921506,-0.2986497342156007,-0.31615891115979666,2400.8594277495754,124890.03658582625,5269.1014717976,1828425.6418981708,0.11753141326431889,0.002433739405248105,117.45383522727273,55,0.20387452840805054,0.3479144275188446,0.010826168,8.9190995e-05,1.4891642,3.4373374,1.4997717,3.2835443,2.525392,7.672843,-0.002507925771425032,0.0210882068715446,0.30505276,0.046456903,0.3973313,0.111171804,0.30576122,0.040974043,0.3941979,0.05437232,0.5851423,0.13558222,0.40431625,0.07049886,0.31034553,0.08893584,0.32531255,0.058552414,0.5293274,0.11258372,0.24279122,0.039099697,0.22221878,0.032553528,0.4220503,0.10037728,-123.78234,2647.4905,-0.08094105,101.90431,89.81677,637.60187,0.04320831,28.152462,-1.8324145,595.8428,-0.021039689,14.595023,51.160374,204.53384,0.0019243753,4.099493,-16.253134,129.14696,-0.003933372,3.9088805,28.275314,122.53293,-0.015007534,3.550184,-12.486326,82.47551,0.021043122,2.0593696,19.024323,72.67996,0.0016853802,2.4346638,-13.273075,68.02976,0.0053421166,1.5645916,18.493275,68.64221,-0.016095279,1.800282,-13.769371,55.53501,0.0071691433,1.6592759,12.859523,44.325912,0.0007778827,1.2416201,-8.749738,69.7218,-0.006101497,1.7262554,0,disco_disco.00092.wav
0.09930414,0.00092579826,0.75971276,-0.2386427,2208.108973497482,299026.8401783875,-0.34989441143368805,-1.0245675600604105,2353.7753165261684,87683.37074141852,5075.552642160894,1185816.63318141,0.09361205676760836,0.0012076454422191426,135.99917763157896,66,0.14650410413742065,0.30640146136283875,0.007285676,3.4768767e-05,0.94070834,0.6465974,1.3664364,2.4560082,2.6442401,7.697562,0.04382445994534922,0.011906814572955919,0.7011171,0.11115891,0.4437318,0.044910744,0.358738,0.05644917,0.34024176,0.06208673,0.40106985,0.07380091,0.38788432,0.098438695,0.32331508,0.049704093,0.4393997,0.085745014,0.33664197,0.047949743,0.34024167,0.0641935,0.44561818,0.08752757,0.4821632,0.040693462,-130.01038,2043.4601,-0.03476037,69.627075,102.50118,557.4412,0.040237833,17.65546,-4.447221,121.946594,-0.0257111,3.9146872,50.066235,114.19023,0.0023878876,3.9140484,-15.536175,54.666523,0.0050031687,1.6476896,32.132202,63.650772,-0.005971986,2.7786446,-18.186058,69.93997,0.011549954,2.1553,24.292194,49.85958,-0.002077121,2.2762952,-11.906329,46.398113,0.004074555,1.5054635,13.765274,51.533752,-0.0030761857,1.8831813,-12.9014635,35.529583,-0.00537984,1.0927337,7.276265,38.350765,-0.007835442,1.1295792,-9.381124,83.71846,-0.0051571033,1.6144521,0,disco_disco.00094.wav
